"0.1.0","12","0.00685714278370142"
"0.1.1","13","0.007428571581840515"
"0.2.0","12","0.00685714278370142"
"0.2.1","10","0.0057142856530845165"
"0.1.2","11","0.006285714451223612"
"0.3.0","10","0.0057142856530845165"
"0.4.0-RC1","9","0.0051428573206067085"
"0.4.0","7","0.004000000189989805"
"0.4.0-RC2","7","0.004000000189989805"
"0.4.1","125","0.0714285746216774"
"0.5.0-M1","10","0.0057142856530845165"
"0.5.0-M2","10","0.0057142856530845165"
"0.5.0-M3","12","0.00685714278370142"
"0.5.0","15","0.008571428246796131"
"0.5.1","10","0.0057142856530845165"
"0.5.2","14","0.00800000037997961"
"0.5.3","11","0.006285714451223612"
"0.5.4","8","0.004571428522467613"
"0.6.0","11","0.006285714451223612"
"0.6.0-RC1","9","0.0051428573206067085"
"0.6.1","11","0.006285714451223612"
"0.7.0-M1","8","0.004571428522467613"
"0.7.0","264","0.1508571356534958"
"0.7.0-M2","9","0.0051428573206067085"
"0.7.1","8","0.004571428522467613"
"0.8.0","169","0.0965714305639267"
"0.8.0-RC1","8","0.004571428522467613"
"0.9.0-M1","10","0.0057142856530845165"
"0.9.0-M2","11","0.006285714451223612"
"0.9.0-M3","15","0.008571428246796131"
"0.9.0","17","0.009714285843074322"
"0.9.1","16","0.009142857044935226"
"0.9.2","11","0.006285714451223612"
"0.9.3","867","0.49542856216430664"
