"0.1.0","11","6.00371160544455E-4"
"0.1.1","18","9.8242552485317E-4"
"0.1.2","2","1.0915839084191248E-4"
"0.2.0","22","0.00120074232108891"
"0.2.1","121","0.00660408241674304"
"0.3.0","167","0.009114725515246391"
"0.4.0-RC1","5","2.728959661908448E-4"
"0.4.0","61","0.003329330822452903"
"0.4.0-RC2","5","2.728959661908448E-4"
"0.4.1","854","0.04661063104867935"
"0.5.0-M1","2","1.0915839084191248E-4"
"0.5.0-M2","60","0.0032747515942901373"
"0.5.0","287","0.015664229169487953"
"0.5.0-M3","12","6.549503304995596E-4"
"0.5.1","705","0.03847833350300789"
"0.5.2","135","0.00736819114536047"
"0.5.3","37","0.0020194302778691053"
"0.5.4","380","0.020740093663334846"
"0.6.0","223","0.01217116042971611"
"0.6.0-RC1","5","2.728959661908448E-4"
"0.6.1","1945","0.10615653544664383"
"0.7.0-M1","38","0.002074009273201227"
"0.7.0","3995","0.21804387867450714"
"0.7.0-M2","290","0.01582796685397625"
"0.7.1","1002","0.05468835309147835"
"0.8.0","7936","0.43314048647880554"
"0.8.0-RC1","4","2.1831678168382496E-4"
