"0.12.0-M3","178","0.0011619102442637086"
"0.12.0-M4","218","0.0014230136293917894"
"0.12.0-RC3","20","1.3055170711595565E-4"
"0.12.0-RC4","14","9.138619498116896E-5"
"0.12.0-RC1","229","0.001494817086495459"
"0.12.0-RC2","143","9.334447095170617E-4"
"0.12.0","224","0.0014621791196987033"
"0.12.1","2588","0.01689339056611061"
"0.12.2","1669","0.010894540697336197"
"0.12.3","12971","0.0846693143248558"
"0.13.0-RC1","44","2.8721377020701766E-4"
"0.13.0-M1","10","6.527585355797783E-5"
"0.13.0-M2","18","1.174965436803177E-4"
"0.13.0","131989","0.8615694642066956"
"0.14.0-M1","2484","0.0162145234644413"
"0.14.0-M2","397","0.002591451397165656"
