"0.1.0","4","9.296488133259118E-5"
"0.1.1","6","1.3944732199888676E-4"
"0.1.2","2","4.648244066629559E-5"
"0.2.0","4","9.296488133259118E-5"
"0.2.1","20","4.648244066629559E-4"
"0.3.0","61","0.0014177144039422274"
"0.4.0-RC1","3","6.972366099944338E-5"
"0.4.0","9","2.0917099027428776E-4"
"0.4.0-RC2","2","4.648244066629559E-5"
"0.4.1","370","0.008599251508712769"
"0.5.0-M1","2","4.648244066629559E-5"
"0.5.0-M2","37","8.599251741543412E-4"
"0.5.0","7","1.6268854960799217E-4"
"0.5.0-M3","1","2.3241220333147794E-5"
"0.5.1","190","0.004415831994265318"
"0.5.2","112","0.0026030167937278748"
"0.5.3","66","0.0015339205274358392"
"0.5.4","87","0.0020219862926751375"
"0.6.0","28","6.507541984319687E-4"
"0.6.0-RC1","4","9.296488133259118E-5"
"0.6.1","357","0.008297115564346313"
"0.7.0-M1","34","7.902014767751098E-4"
"0.7.0","3156","0.07334928959608078"
"0.7.0-M2","180","0.004183419514447451"
"0.7.1","237","0.005508169066160917"
"0.8.0","11669","0.2712017893791199"
"0.8.0-RC1","4","9.296488133259118E-5"
"0.9.0-M1","260","0.00604271749034524"
"0.9.0-M2","120","0.002788946498185396"
"0.9.0-M3","10","2.3241220333147794E-4"
"0.9.0","1166","0.027099262923002243"
"0.9.1","12666","0.2943733036518097"
"0.9.2","1606","0.03732540085911751"
"0.9.3","8215","0.19092662632465363"
"0.10.0-M1","2332","0.054198525846004486"
