"0.1.0","11","4.517639463301748E-4"
"0.1.1","13","5.339028430171311E-4"
"0.1.2","6","2.4641669006086886E-4"
"0.2.0","7","2.8748615295626223E-4"
"0.2.1","67","0.0027516530826687813"
"0.3.0","404","0.016592057421803474"
"0.4.0-RC1","8","3.2855558674782515E-4"
"0.4.0","59","0.0024230973795056343"
"0.4.0-RC2","9","3.696250496432185E-4"
"0.4.1","643","0.026407655328512192"
"0.5.0-M1","8","3.2855558674782515E-4"
"0.5.0-M2","21","8.624584297649562E-4"
"0.5.0","12","4.928333801217377E-4"
"0.5.0-M3","6","2.4641669006086886E-4"
"0.5.1","460","0.018891945481300354"
"0.5.2","51","0.002094541909173131"
"0.5.3","90","0.0036962502636015415"
"0.5.4","328","0.013470779173076153"
"0.6.0","71","0.0029159309342503548"
"0.6.0-RC1","16","6.571111734956503E-4"
"0.6.1","409","0.01679740473628044"
"0.7.0-M1","13","5.339028430171311E-4"
"0.7.0","4294","0.17635221779346466"
"0.7.0-M2","713","0.02928251586854458"
"0.7.1","356","0.014620723202824593"
"0.8.0","7940","0.3260914087295532"
"0.8.0-RC1","8","3.2855558674782515E-4"
"0.9.0-M1","1383","0.05679904669523239"
"0.9.0-M2","1511","0.06205593794584274"
"0.9.0-M3","53","0.0021766808349639177"
"0.9.0","1461","0.060002464801073074"
"0.9.1","3918","0.16091009974479675"
