"0.1.0","2","5.955926026217639E-4"
"0.1.1","5","0.0014889815356582403"
"0.2.0","6","0.0017867778660729527"
"0.2.1","5","0.0014889815356582403"
"0.1.2","7","0.002084574196487665"
"0.3.0","5","0.0014889815356582403"
"0.4.0-RC1","2","5.955926026217639E-4"
"0.4.0","5","0.0014889815356582403"
"0.4.0-RC2","2","5.955926026217639E-4"
"0.4.1","895","0.2665276825428009"
"0.5.0-M1","3","8.933889330364764E-4"
"0.5.0-M2","5","0.0014889815356582403"
"0.5.0-M3","4","0.0011911852052435279"
"0.5.0","2","5.955926026217639E-4"
"0.5.1","4","0.0011911852052435279"
"0.5.2","2","5.955926026217639E-4"
"0.5.3","5","0.0014889815356582403"
"0.5.4","4","0.0011911852052435279"
"0.6.0","4","0.0011911852052435279"
"0.6.0-RC1","6","0.0017867778660729527"
"0.6.1","10","0.0029779630713164806"
"0.7.0-M1","3","8.933889330364764E-4"
"0.7.0","1218","0.3627158999443054"
"0.7.0-M2","3","8.933889330364764E-4"
"0.7.1","23","0.006849315017461777"
"0.8.0","835","0.2486599236726761"
"0.8.0-RC1","8","0.0023823704104870558"
"0.9.0-M1","7","0.002084574196487665"
"0.9.0-M2","11","0.0032757592853158712"
"0.9.0-M3","10","0.0029779630713164806"
"0.9.0","22","0.0065515185706317425"
"0.9.1","11","0.0032757592853158712"
"0.9.2","6","0.0017867778660729527"
"0.9.3","218","0.0649195984005928"
