"0.6.0","22","6.001156725687906E-5"
"0.6.1","54","1.473011216148734E-4"
"0.7.0-M1","22","6.001156725687906E-5"
"0.7.0","6141","0.01675141043961048"
"0.7.0-M2","22","6.001156725687906E-5"
"0.7.1","1147","0.0031287847086787224"
"0.8.0","13827","0.037717267870903015"
"0.8.0-RC1","22","6.001156725687906E-5"
"0.9.0-M1","35","9.547294757794589E-5"
"0.9.0-M2","251","6.846773903816938E-4"
"0.9.0-M3","26","7.092276064213365E-5"
"0.9.0","2399","0.006543988361954689"
"0.9.1","1782","0.004860936664044857"
"0.9.2","269","7.337777642533183E-4"
"0.9.3","60032","0.16375519335269928"
"0.10.0-M1","1386","0.0037807286716997623"
"0.10.0-M2","28","7.637835369678214E-5"
"0.10.0","3147","0.008584382012486458"
"0.10.1","3794","0.010349267162382603"
"0.11.0","6511","0.01776069588959217"
"0.11.1","25487","0.0695234015583992"
"0.12.0-M1","175","4.773647233378142E-4"
"0.12.0-M2","32","8.728954708203673E-5"
"0.12.0-M3","1422","0.0038789294194430113"
"0.12.0-M4","324","8.838066714815795E-4"
"0.12.0-RC2","25","6.81949604768306E-5"
"0.12.0-RC3","22","6.001156725687906E-5"
"0.12.0-RC4","24","6.546716031152755E-5"
"0.12.0-RC1","395","0.0010774803813546896"
"0.12.0","6085","0.0165986530482769"
"0.12.1","8647","0.023587273433804512"
"0.12.2","6529","0.0178097952157259"
"0.12.3","21958","0.05989699810743332"
"0.11.2","10909","0.029757553711533546"
"0.13.0-RC1","53","1.4457332144957036E-4"
"0.13.0-M1","21","5.728376709157601E-5"
"0.13.0-M2","28","7.637835369678214E-5"
"0.13.0","181442","0.4949372112751007"
"0.14.0-M1","1365","0.0037234448827803135"
"0.14.0-M2","42","1.1456753418315202E-4"
"0.14.0-M3","694","0.00189309217967093"
