"0.1.0","27","0.011175496503710747"
"0.1.1","1","4.139072843827307E-4"
"0.2.0","2","8.278145687654614E-4"
"0.2.1","34","0.014072847552597523"
"0.1.2","1","4.139072843827307E-4"
"0.3.0","3","0.001241721911355853"
"0.4.0-RC1","2","8.278145687654614E-4"
"0.4.0","1","4.139072843827307E-4"
"0.4.0-RC2","40","0.01655629090964794"
"0.4.1","980","0.40562912821769714"
"0.5.0-M1","1","4.139072843827307E-4"
"0.5.0-M2","5","0.0020695363637059927"
"0.5.0-M3","3","0.001241721911355853"
"0.5.0","4","0.0016556291375309229"
"0.5.1","3","0.001241721911355853"
"0.5.2","1","4.139072843827307E-4"
"0.5.3","1","4.139072843827307E-4"
"0.5.4","1","4.139072843827307E-4"
"0.6.0","3","0.001241721911355853"
"0.6.0-RC1","3","0.001241721911355853"
"0.6.1","67","0.02773178741335869"
"0.7.0-M1","5","0.0020695363637059927"
"0.7.0","319","0.13203641772270203"
"0.7.0-M2","5","0.0020695363637059927"
"0.7.1","727","0.3009105920791626"
"0.8.0","146","0.060430463403463364"
"0.8.0-RC1","31","0.012831125408411026"
