"0.6.0","7","2.5130590074695647E-5"
"0.6.1","112","4.0208944119513035E-4"
"0.7.0-M1","1","3.5900841339753242E-6"
"0.7.0","9918","0.03560645505785942"
"0.7.0-M2","2","7.1801682679506484E-6"
"0.7.1","191","6.857060943730175E-4"
"0.8.0","10553","0.037886157631874084"
"0.8.0-RC1","2","7.1801682679506484E-6"
"0.9.0-M1","576","0.0020678883884102106"
"0.9.0-M2","986","0.003539822995662689"
"0.9.0-M3","386","0.0013857724843546748"
"0.9.0","2931","0.010522536933422089"
"0.9.1","15763","0.056590497493743896"
"0.9.2","1157","0.004153727553784847"
"0.9.3","112793","0.40493637323379517"
"0.10.0-M1","843","0.0030264409724622965"
"0.10.0-M2","42","1.5078354044817388E-4"
"0.10.0","16608","0.059624116867780685"
"0.10.1","14912","0.0535353347659111"
"0.11.0","15932","0.057197220623493195"
"0.11.1","68690","0.2466028779745102"
"0.12.0-M1","1207","0.004333231598138809"
"0.12.0-M2","67","2.40535635384731E-4"
"0.12.0-M3","2260","0.008113590069115162"
"0.12.0-M4","2606","0.009355759248137474"
