"0.1.0","9","4.8525366582907736E-4"
"0.1.1","10","5.391707527451217E-4"
"0.1.2","9","4.8525366582907736E-4"
"0.2.0","12","6.470049265772104E-4"
"0.2.1","74","0.00398986367508769"
"0.3.0","132","0.007117053959518671"
"0.4.0-RC1","10","5.391707527451217E-4"
"0.4.0","65","0.0035046099219471216"
"0.4.0-RC2","9","4.8525366582907736E-4"
"0.4.1","521","0.028090795502066612"
"0.5.0-M1","10","5.391707527451217E-4"
"0.5.0-M2","27","0.0014557610265910625"
"0.5.0","17","9.165902738459408E-4"
"0.5.0-M3","9","4.8525366582907736E-4"
"0.5.1","498","0.026850704103708267"
"0.5.2","48","0.0025880197063088417"
"0.5.3","22","0.0011861756211146712"
"0.5.4","121","0.006523966323584318"
"0.6.0","97","0.005229956470429897"
"0.6.0-RC1","9","4.8525366582907736E-4"
"0.6.1","718","0.03871246054768562"
"0.7.0-M1","41","0.0022106000687927008"
"0.7.0","3521","0.18984203040599823"
"0.7.0-M2","958","0.05165255814790726"
"0.7.1","612","0.0329972505569458"
"0.8.0","8660","0.466921865940094"
"0.8.0-RC1","8","4.3133660801686347E-4"
"0.9.0-M1","889","0.047932278364896774"
"0.9.0-M2","1258","0.06782767921686172"
"0.9.0-M3","173","0.009327653795480728"
